titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source,raison_rejet
Location appartement à Kégué station d'essence cap,LOCATION,Appartement,kegue,75000,,,coinafrique,prix_ou_surface_manquant
Location appartement chambres salon à Adidogomè Amadahomè Eli palace,LOCATION,Appartement,amadahome,75000,,,coinafrique,prix_ou_surface_manquant
Location appartement - Tokoin soted,LOCATION,Appartement,tokoin,75000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Koffi panou,LOCATION,Appartement,koffi panou,75000,,,coinafrique,prix_ou_surface_manquant
Location appartement à kegué kokou tozoum,LOCATION,Appartement,kegue kokou tozoum,70000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Agbalepedo,LOCATION,Appartement,agbalepedo,70000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Amadahomé,LOCATION,Appartement,amadahome,70000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements 2 pièces - Lomé,LOCATION,Appartement,lome,70000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Logbassito,LOCATION,Appartement,logbassito,70000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Kpota,LOCATION,Appartement,be kpota,70000,,,coinafrique,prix_ou_surface_manquant
Location appartement a togo 2000,LOCATION,Appartement,togo,70000,,,coinafrique,zone_invalide
Location appartement nvel construction de chambre salon WC douche cuisine interne à Attiegou ceg,LOCATION,Appartement,attiegou,70000,,,coinafrique,prix_ou_surface_manquant
Location appartement de 2 chambres salon wc douche interne à Avedji CEG,LOCATION,Appartement,avedji,70000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Adidogome Assiyeye,LOCATION,Appartement,adidogome assiyeye,70000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Carrefour Agbemado,LOCATION,Appartement,non precise,70000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Agoé,LOCATION,Appartement,agoe,65000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Kegué,LOCATION,Appartement,kegue,65000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Nanégbe carrefour bonheur,LOCATION,Appartement,nanegbe,65000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement à Attiégou Adoyi,LOCATION,Appartement,attiegou adoyi,65000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces à Hedranawoé,LOCATION,Appartement,hedzranawoe,65000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement scindé de chambre salon à Segbe,LOCATION,Appartement,segbe,65000,,,coinafrique,prix_ou_surface_manquant
Location appartement a avedji carrefour margo,LOCATION,Appartement,avedji,62000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Kégué Émaruto,LOCATION,Appartement,kegue,62000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces a Adidogomé akato,LOCATION,Appartement,adidogome,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambres salon à Plateau,LOCATION,Appartement,plateau,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Agoé plateau,LOCATION,Appartement,agoe plateau,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Agoè Léo 2000,LOCATION,Appartement,agoe,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement de chambre salon à Kegué emarito,LOCATION,Appartement,kegue emarito,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement de chambre salon à Kegué Emarito,LOCATION,Appartement,kegue emarito,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement à Léo 2000 église catholique,LOCATION,Appartement,leo,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Sagbado Logoté,LOCATION,Appartement,sagbado logote,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement a Avedji Assigomé,LOCATION,Appartement,avedji assigome,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Hedranawoé lycée awoudja,LOCATION,Appartement,hedzranawoe,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement à Attiegou marché,LOCATION,Appartement,attiegou marche,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Djagblé,LOCATION,Appartement,djagble,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Lomé,LOCATION,Appartement,lome,60000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement à Léo 2000,LOCATION,Appartement,leo,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement - Lomé,LOCATION,Appartement,lome,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement deux chambres salon - Tokoin Soted,LOCATION,Appartement,tokoin,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces a Léo 2000,LOCATION,Appartement,leo,60000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambre salon - Kégué émaruto,LOCATION,Appartement,kegue,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement pièces wc douche interne à Avedji Vessomé,LOCATION,Appartement,avedji vessome,60000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Lomé,LOCATION,Appartement,lome,55000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements 2 pièces - Lomé,LOCATION,Appartement,lome,55000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces à Adidogomé akato,LOCATION,Appartement,adidogome,55000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Carrefour Kpogli,LOCATION,Appartement,non precise,55000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Agoè Demakpoèdans,LOCATION,Appartement,agoe,55000,,,coinafrique,prix_ou_surface_manquant
Location appartement de 02 pièces à l'étage à zanguera maco,LOCATION,Appartement,l etage a zanguera maco,55000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Agoe anokoui,LOCATION,Appartement,agoe anokoui,52000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement a Attiegou ceg,LOCATION,Appartement,attiegou,50000,,,coinafrique,prix_ou_surface_manquant
Location appartements 1 pièces - lomé,LOCATION,Appartement,lome,50000,1.0,,coinafrique,prix_ou_surface_manquant
Location appartements 2 pièces - Lomé,LOCATION,Appartement,lome,50000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Lomé Avepozo,LOCATION,Appartement,avepozo,50000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Agoè,LOCATION,Appartement,agoe,50000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Agoé zongo,LOCATION,Appartement,agoe zongo,50000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement de chambres salon wc douche cuisine interne a l'étage à Adidogomé Sagbado,LOCATION,Appartement,adidogome,50000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Nanégbé,LOCATION,Appartement,nanegbe,50000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Agoè anokui,LOCATION,Appartement,agoe,50000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Cité Des Anges,LOCATION,Appartement,non precise,50000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement - Amadahome,LOCATION,Appartement,amadahome,50000,,,coinafrique,prix_ou_surface_manquant
Location appartement a hedranawoé,LOCATION,Appartement,hedzranawoe,50000,,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces a koffi panou,LOCATION,Appartement,koffi panou,50000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement de chambre salon - Togo,LOCATION,Appartement,togo,50000,,,coinafrique,zone_invalide
Location appartement chambres salon - Nyekonakpoe lycée français,LOCATION,Appartement,nyekonakpoe,45000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Agoè athiémé,LOCATION,Appartement,agoe,45000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Legbassito derrière carrefour napoléon,LOCATION,Appartement,legbassito,45000,,,coinafrique,prix_ou_surface_manquant
Location appartement à Legbassito Kové derrière carrefour Napoléon,LOCATION,Appartement,legbassito kove,45000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Ségbé,LOCATION,Appartement,segbe,45000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambre salon à Agoé camp de police,LOCATION,Appartement,agoe camp de police,45000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Agoe CCL,LOCATION,Appartement,agoe ccl,45000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement à Agoè Koffi,LOCATION,Appartement,agoe,43500,,,coinafrique,prix_ou_surface_manquant
Location appartement à Agbalepedo,LOCATION,Appartement,agbalepedo,43000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Tokoin sotede,LOCATION,Appartement,tokoin,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Agbaledo rond point oeuf,LOCATION,Appartement,agbaledo rond point oeuf,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement a Leo 2000,LOCATION,Appartement,leo,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement - l'union station Zener,LOCATION,Appartement,l union station zener,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement cour unique - Agoè,LOCATION,Appartement,agoe,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement - Atilamonou,LOCATION,Appartement,atilamonou,40000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 pièces - Agoe Camp de Police,LOCATION,Appartement,agoe camp de police,40000,2.0,,coinafrique,prix_ou_surface_manquant
